label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,214,254,138,0,0,0,0,0,0,0,0,0,184,253,231,217,253,25,35,0,0,0,0,0,0,0,253,96,0,0,252,236,253,0,0,0,0,0,0,0,253,182,4,177,253,231,17,0,0,0,0,0,0,0,89,253,253,250,19,0,0,0,0,0,0,0,0,0,238,253,253,0,0,0,0,0,0,0,0,0,33,253,192,63,253,5,0,0,0,0,0,0,0,0,253,253,0,0,253,5,0,0,0,0,0,0,0,0,253,73,0,156,253,4,0,0,0,0,0,0,0,0,131,253,253,253,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,252,180,0,0,0,0,0,0,0,0,0,0,0,48,252,20,0,0,0,0,0,0,0,0,0,0,0,252,238,0,0,0,0,0,0,0,0,0,0,0,224,252,84,0,0,0,0,0,0,0,0,0,0,0,252,252,0,0,0,0,0,0,0,0,0,0,0,109,252,159,0,0,0,0,0,0,0,0,0,0,0,252,252,0,0,0,0,0,0,0,0,0,0,0,108,252,126,0,0,0,0,0,0,0,0,0,0,0,252,252,7,0,0,0,0,0,0,0,0,0,0,0,252,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,252,209,0,0,0,0,0,0,0,0,0,0,0,174,252,0,0,0,0,0,0,0,0,0,0,0,0,253,245,0,0,0,0,0,0,0,0,0,0,0,136,252,56,0,0,0,0,0,0,0,0,0,0,0,240,252,0,0,0,0,0,0,0,0,0,0,0,103,252,128,0,0,0,0,0,0,0,0,0,0,9,252,210,0,0,0,0,0,0,0,0,0,0,0,202,253,11,0,0,0,0,0,0,0,0,0,0,0,253,233,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,255,0,0,0,0,0,0,0,0,0,0,0,0,2,253,26,0,0,0,0,0,0,0,0,0,0,0,0,253,26,0,0,0,0,0,0,0,0,0,0,0,10,253,22,0,0,0,0,0,0,0,0,0,0,0,14,253,0,0,0,0,0,0,0,0,0,0,0,0,147,197,0,0,0,0,0,0,0,0,0,0,0,0,241,133,0,0,0,0,0,0,0,0,0,0,0,0,252,133,0,0,0,0,0,0,0,0,0,0,0,0,252,42,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,253,253,253,36,0,0,0,0,0,0,0,0,71,244,7,0,205,177,0,0,0,0,0,0,0,0,245,188,0,0,66,250,0,0,0,0,0,0,0,0,21,0,0,0,66,221,0,0,0,0,0,0,0,0,0,0,0,0,253,90,0,0,0,0,0,0,148,253,248,108,0,51,253,0,0,0,0,0,0,62,237,0,0,253,199,98,101,0,0,0,0,0,0,57,187,0,0,0,253,228,0,0,0,0,0,0,0,0,240,147,70,252,226,252,0,0,0,0,0,0,0,0,7,242,170,68,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,249,253,253,6,0,0,0,0,0,0,0,0,84,253,207,9,237,194,0,0,0,0,0,0,0,73,253,112,0,0,169,232,0,0,0,0,0,0,0,242,54,0,0,0,202,180,0,0,0,0,0,0,0,169,245,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,105,214,0,0,0,0,0,0,0,0,0,0,89,253,253,84,0,0,0,0,0,0,0,0,0,0,218,253,187,190,0,0,0,0,0,0,0,0,0,0,0,0,4,253,70,0,0,0,0,0,0,0,0,0,0,0,0,31,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,5,108,240,0,0,0,0,0,0,0,0,91,36,0,0,0,98,18,0,0,0,0,0,0,0,92,44,0,0,0,228,0,0,0,0,0,0,0,0,0,206,0,0,159,75,0,0,0,0,0,0,0,0,0,170,39,53,151,0,0,0,0,0,0,0,0,0,0,0,251,238,0,0,0,0,0,0,0,0,0,0,0,4,253,40,0,0,0,0,0,0,0,0,0,0,0,254,14,255,0,0,0,0,0,0,0,0,0,0,179,22,0,254,0,0,0,0,0,0,0,0,0,0,169,237,253,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,221,251,185,0,0,0,0,0,0,0,0,68,248,253,31,228,251,31,0,0,0,0,0,0,0,253,19,0,0,0,253,91,0,0,0,0,0,0,0,0,0,0,0,0,190,220,0,0,0,0,0,0,0,0,0,0,0,0,190,211,0,0,0,0,0,0,0,0,0,0,0,20,197,211,0,0,0,0,0,0,0,0,0,24,236,251,251,251,242,0,0,0,0,0,0,0,0,255,253,253,253,59,255,253,0,0,0,0,0,0,0,173,251,251,140,0,0,251,251,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,254,126,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,132,228,0,0,0,0,0,0,0,0,0,0,102,132,254,0,0,0,0,0,0,0,0,2,234,254,254,254,191,7,0,0,0,0,0,0,0,247,254,254,145,5,203,254,209,146,230,0,0,0,0,1,16,0,0,0,0,4,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,160,166,5,0,0,0,0,0,0,0,0,0,233,253,198,246,120,0,0,0,0,0,0,0,0,145,254,35,0,126,254,78,0,0,0,0,0,0,0,226,196,86,243,254,169,0,0,0,0,0,0,0,0,145,254,254,153,0,0,0,0,0,0,0,0,0,188,253,254,190,0,0,0,0,0,0,0,0,0,224,249,11,95,253,0,0,0,0,0,0,0,0,0,254,0,0,178,251,0,0,0,0,0,0,0,0,0,241,175,0,254,135,0,0,0,0,0,0,0,0,0,28,254,254,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,255,253,253,96,0,0,0,0,0,0,0,0,126,126,126,126,251,251,251,158,0,0,0,0,0,0,0,0,0,0,0,0,221,253,0,0,0,0,0,0,0,0,0,0,0,0,0,233,126,0,0,0,0,0,0,0,0,0,0,0,0,96,126,0,0,0,0,0,0,0,0,0,0,0,24,255,0,0,0,0,0,0,0,0,0,0,0,16,251,0,0,0,0,0,0,0,0,0,0,0,158,231,70,0,0,0,0,0,0,0,0,8,191,251,62,0,0,0,0,0,0,0,0,0,0,162,253,251,251,251,235,213,173,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,19,0,0,0,0,0,0,0,0,0,0,0,0,253,233,0,0,0,0,0,0,0,0,0,0,0,0,79,253,7,0,0,0,0,0,0,0,0,0,0,0,0,253,188,0,0,0,0,0,0,0,0,0,0,0,0,146,253,0,0,0,0,0,0,0,0,0,0,0,0,25,253,23,0,0,0,0,0,0,0,0,0,0,0,0,253,149,0,0,0,0,0,0,0,0,0,0,0,29,253,253,0,0,0,0,0,0,0,0,0,0,0,0,253,253,17,0,0,0,0,0,0,0,0,0,0,0,184,253,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,250,0,0,0,0,0,0,0,0,0,0,0,0,254,157,0,0,0,0,0,0,0,0,0,0,0,173,254,0,0,0,0,0,0,0,0,0,0,0,0,254,141,0,0,0,0,0,0,0,0,0,0,0,194,254,0,0,0,0,0,0,0,0,0,0,0,14,254,112,0,0,0,0,0,0,0,0,0,0,0,210,254,0,0,0,0,0,0,0,0,0,0,0,47,255,68,0,0,0,0,0,0,0,0,0,0,0,254,249,0,0,0,0,0,0,0,0,0,0,0,81,254,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,254,254,138,0,0,0,0,0,0,0,0,0,128,253,231,217,253,185,0,0,0,0,0,0,0,0,214,51,0,0,37,253,29,0,0,0,0,0,0,0,0,0,0,0,0,253,139,0,0,0,0,0,0,0,0,0,0,0,0,253,139,0,0,0,0,0,0,0,0,0,0,0,13,253,57,0,0,0,0,0,33,212,253,253,192,91,219,253,0,0,0,0,0,0,253,253,253,175,253,253,253,248,79,47,0,0,0,0,253,22,0,0,14,253,232,186,139,0,0,0,0,0,253,223,0,64,253,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,244,18,0,0,0,0,0,0,0,0,0,205,214,80,7,142,0,0,0,0,0,0,0,0,0,249,8,0,0,164,0,0,0,0,0,0,0,0,0,0,229,28,103,161,0,0,0,0,0,0,0,0,0,0,0,247,254,0,0,0,0,0,0,0,0,0,0,0,0,44,254,0,0,0,0,0,0,0,0,0,0,0,0,234,53,85,0,0,0,0,0,0,0,0,0,0,0,254,0,254,0,0,0,0,0,0,0,0,0,0,0,240,0,109,47,0,0,0,0,0,0,0,0,0,0,43,244,211,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,165,255,50,0,0,0,0,0,0,0,0,17,254,254,254,254,254,0,0,0,0,0,0,0,0,254,248,10,214,254,254,0,0,0,0,0,0,0,23,254,17,182,254,201,68,0,0,0,0,0,0,0,23,254,248,254,231,0,0,0,0,0,0,0,0,0,0,254,254,217,0,0,0,0,0,0,0,0,0,0,89,254,254,17,0,0,0,0,0,0,0,0,0,13,254,231,254,44,0,0,0,0,0,0,0,0,0,184,254,230,254,44,0,0,0,0,0,0,0,0,0,229,254,249,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,250,0,0,0,0,0,0,0,0,0,0,0,0,253,171,0,0,0,0,0,0,0,0,0,0,0,122,253,26,0,0,0,0,0,0,0,0,0,0,0,253,236,0,0,0,0,0,0,0,0,0,0,0,129,253,0,0,0,0,0,0,0,0,0,0,0,0,253,201,0,0,0,0,0,0,0,0,0,0,0,213,253,0,0,0,0,0,0,0,0,0,0,0,65,253,78,0,0,0,0,0,0,0,0,0,0,0,253,240,0,0,0,0,0,0,0,0,0,0,0,76,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,254,255,223,0,0,0,0,0,0,0,49,253,253,253,253,223,253,193,0,0,0,0,0,0,254,253,36,0,0,0,253,193,0,0,0,0,0,0,0,0,0,0,0,186,253,9,0,0,0,0,0,0,0,0,0,0,22,254,128,0,0,0,0,0,0,0,141,254,254,254,254,255,59,0,0,0,0,0,0,247,254,253,253,253,253,175,78,0,0,0,0,0,154,253,23,0,217,253,5,0,0,0,0,0,0,0,253,168,13,241,237,6,0,0,0,0,0,0,0,0,253,253,254,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,85,0,0,0,0,0,0,0,0,0,0,0,136,254,8,0,0,0,0,0,0,0,0,0,0,14,254,176,0,0,0,0,0,0,0,0,0,0,0,231,254,1,0,0,0,0,0,0,0,0,0,0,24,254,112,0,0,0,0,0,0,0,0,0,0,0,247,252,0,0,0,0,0,0,0,0,0,0,0,159,254,19,0,0,0,0,0,0,0,0,0,0,91,254,158,0,0,0,0,0,0,0,0,0,0,58,254,246,0,0,0,0,0,0,0,0,0,0,0,254,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,97,0,0,0,0,0,0,0,0,0,0,153,253,253,254,253,0,0,0,0,0,0,0,0,175,253,207,58,178,253,58,0,0,0,0,0,0,0,27,9,0,0,35,253,9,0,0,0,0,0,0,0,0,0,0,0,246,253,0,0,0,0,0,0,0,0,41,194,254,254,255,116,0,0,0,0,0,0,58,254,253,253,253,253,254,253,0,0,0,0,0,95,253,254,18,0,253,253,36,253,80,0,0,0,0,253,222,43,185,253,251,10,0,0,0,0,0,0,0,253,253,254,253,222,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,247,254,253,254,106,0,0,0,0,0,0,0,218,255,216,0,152,255,254,0,0,0,0,0,0,92,239,0,14,242,253,249,0,0,0,0,0,0,0,146,254,56,254,255,36,0,0,0,0,0,0,0,0,9,253,254,203,0,0,0,0,0,0,0,0,0,0,255,254,255,3,0,0,0,0,0,0,0,0,0,247,254,56,254,0,0,0,0,0,0,0,0,0,200,254,255,254,168,0,0,0,0,0,0,0,0,0,81,158,195,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,230,253,105,0,0,0,0,0,0,0,0,0,53,253,220,208,253,0,0,0,0,0,0,0,0,0,12,93,0,94,253,0,0,0,0,0,0,0,0,0,0,0,0,247,163,0,0,0,0,0,0,0,42,112,163,163,195,238,0,0,0,0,0,0,205,253,253,253,254,253,253,253,0,0,0,0,0,163,253,188,5,0,137,253,117,253,248,0,0,0,0,5,253,253,216,237,254,22,0,0,10,0,0,0,0,0,0,144,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,254,4,0,0,0,0,0,0,0,0,0,0,0,245,222,0,0,0,0,0,0,0,0,0,0,0,149,254,0,0,0,0,0,0,0,0,0,0,0,20,254,139,0,0,0,0,0,0,0,0,0,0,0,246,230,0,0,0,0,0,0,0,0,0,0,0,40,254,70,0,0,0,0,0,0,0,0,0,0,0,254,231,0,0,0,0,0,0,0,0,0,0,0,125,254,19,0,0,0,0,0,0,0,0,0,0,6,254,234,0,0,0,0,0,0,0,0,0,0,0,207,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,253,9,0,0,0,0,0,0,0,0,0,0,0,210,253,121,0,0,0,0,0,0,0,0,0,0,0,246,253,0,0,0,0,0,0,0,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,66,253,253,0,0,0,0,0,0,0,0,0,0,0,230,253,154,0,0,0,0,0,0,0,0,0,0,0,230,253,0,0,0,0,0,0,0,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,238,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,223,135,0,0,0,0,0,0,0,0,0,5,254,254,202,254,225,0,0,0,0,0,0,0,0,254,122,0,0,12,254,225,0,0,0,0,0,0,48,254,0,0,69,254,254,94,0,0,0,0,0,0,0,254,118,253,254,132,0,0,0,0,0,0,0,0,0,161,254,255,0,0,0,0,0,0,0,0,0,0,86,254,254,254,0,0,0,0,0,0,0,0,0,0,254,134,122,254,0,0,0,0,0,0,0,0,0,126,254,30,251,163,0,0,0,0,0,0,0,0,0,78,254,254,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,255,198,0,0,0,0,0,0,0,0,0,141,255,255,170,255,226,226,0,0,0,0,0,0,29,255,29,0,0,226,255,255,0,0,0,0,0,0,255,226,0,0,255,255,29,0,0,0,0,0,0,0,170,255,114,255,255,0,0,0,0,0,0,0,0,0,0,226,255,255,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,255,255,0,255,0,0,0,0,0,0,0,0,0,141,255,0,226,226,0,0,0,0,0,0,0,0,0,170,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,212,0,0,0,0,0,0,0,0,0,113,239,254,216,248,219,0,0,0,0,0,0,0,192,231,50,0,0,234,165,0,0,0,0,0,0,0,0,0,0,0,106,252,0,0,0,0,0,0,0,74,184,152,0,70,254,7,0,0,0,0,0,0,238,254,224,246,254,254,7,0,0,0,0,0,0,238,133,0,4,225,236,240,250,130,0,0,0,0,0,254,0,67,254,123,0,0,12,0,0,0,0,0,0,253,254,252,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,251,237,254,247,0,0,0,0,0,0,0,0,254,104,104,254,166,35,0,0,0,0,0,0,0,0,235,247,213,0,0,0,0,0,0,0,0,0,0,157,254,39,0,0,0,0,0,0,0,0,0,53,254,143,247,0,0,0,0,0,0,0,0,0,93,254,42,204,51,0,0,0,0,0,0,0,0,0,175,176,95,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,227,252,252,252,184,0,0,0,0,0,0,0,0,153,70,0,0,57,236,0,0,0,0,0,0,0,0,0,0,0,0,253,70,0,0,0,0,0,0,0,0,0,0,0,223,196,0,0,0,0,0,0,0,0,0,0,0,153,208,0,0,0,0,0,0,0,0,0,0,0,32,252,0,0,0,0,0,0,0,0,0,0,0,0,253,100,0,0,0,0,0,0,0,0,0,0,0,11,255,0,0,32,218,177,0,0,0,0,0,0,0,117,250,180,252,236,16,0,0,0,0,0,0,0,0,0,165,147,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,176,67,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,238,56,0,0,0,0,0,0,0,0,0,0,0,42,232,0,0,0,0,0,0,0,0,0,0,0,0,228,56,0,0,0,0,0,0,0,0,0,0,0,63,191,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,217,67,0,0,0,0,0,0,0,0,0,0,0,105,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,96,254,255,12,0,0,0,0,0,0,0,53,253,253,253,253,253,253,0,0,0,0,0,0,53,253,185,129,0,13,253,225,0,0,0,0,0,0,0,253,0,0,5,253,253,15,0,0,0,0,0,0,0,0,0,0,253,253,19,0,0,0,0,0,0,0,0,0,0,253,253,115,0,0,0,0,0,0,0,0,0,13,253,253,21,0,0,0,0,0,0,0,0,0,18,253,253,253,42,205,244,0,0,0,0,0,0,0,253,253,253,253,253,253,27,0,0,0,0,0,0,0,210,253,212,179,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,189,0,0,0,0,0,0,0,0,0,0,0,121,254,2,0,0,0,0,0,0,0,0,0,0,9,254,67,0,0,0,0,0,0,0,0,0,0,0,254,183,0,0,0,0,0,0,0,0,0,0,0,208,253,0,0,0,0,0,0,0,0,0,0,0,28,254,75,0,0,0,0,0,0,0,0,0,0,0,240,226,0,0,0,0,0,0,0,0,0,0,0,147,254,0,0,0,0,0,0,0,0,0,0,0,0,254,136,0,0,0,0,0,0,0,0,0,0,0,88,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,252,55,0,0,0,0,0,0,0,0,0,0,1,252,252,35,0,0,0,0,0,0,0,0,0,0,237,252,210,0,0,0,0,0,0,0,0,0,0,42,252,252,0,0,0,0,0,0,0,0,0,0,0,232,252,179,0,0,0,0,0,0,0,0,0,0,144,252,252,0,0,0,0,0,0,0,0,0,0,63,252,252,77,0,0,0,0,0,0,0,0,0,1,252,252,210,0,0,0,0,0,0,0,0,0,0,175,252,252,5,0,0,0,0,0,0,0,0,0,42,252,252,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,253,0,0,0,0,0,0,0,0,0,0,0,0,253,67,0,0,0,0,0,0,0,0,0,0,0,84,253,0,0,0,0,0,0,0,0,0,0,0,0,253,16,0,0,0,0,0,0,0,0,0,0,0,197,211,0,0,0,0,0,0,0,0,0,0,0,0,253,16,0,0,0,0,0,0,0,0,0,0,0,238,170,0,0,0,0,0,0,0,0,0,0,0,84,253,0,0,0,0,0,0,0,0,0,0,0,1,253,36,0,0,0,0,0,0,0,0,0,0,0,135,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
