label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,17,253,0,0,0,0,0,0,0,0,0,0,0,0,64,253,0,0,0,0,0,0,0,0,0,0,0,0,230,94,0,0,0,0,0,0,0,0,0,0,0,0,253,6,0,0,0,0,0,0,0,0,0,0,0,34,253,0,0,0,0,0,0,0,0,0,0,0,0,184,215,0,0,0,0,0,0,0,0,0,0,0,0,25,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,73,253,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,253,27,0,0,0,0,0,0,0,0,0,0,0,0,253,39,0,0,0,0,0,0,0,0,0,0,0,0,150,122,0,0,0,0,0,0,0,0,0,0,0,0,83,233,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,216,245,0,0,0,0,0,0,0,0,0,0,212,253,253,253,0,141,7,0,0,0,0,0,0,157,250,68,0,6,214,253,3,0,0,0,0,0,0,253,0,0,34,253,235,0,0,0,0,0,0,0,0,253,9,6,253,245,0,0,0,0,0,0,0,0,0,253,253,253,171,0,0,0,0,0,0,0,0,0,0,0,245,253,212,0,0,0,0,0,0,0,0,0,0,24,243,4,253,74,0,0,0,0,0,0,0,0,0,26,247,0,99,235,0,0,0,0,0,0,0,0,0,0,175,253,253,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,254,255,12,0,0,0,0,0,0,0,0,0,253,249,146,253,253,7,0,0,0,0,0,0,0,195,177,0,0,0,253,179,0,0,0,0,0,0,0,190,0,0,0,23,253,179,0,0,0,0,0,0,0,0,0,0,0,42,253,15,0,0,0,0,0,0,5,9,6,0,0,238,253,0,0,0,0,0,0,95,253,253,253,253,253,253,70,0,0,0,0,0,0,253,132,0,42,253,253,253,0,0,0,0,0,0,0,253,222,239,253,253,195,253,195,0,0,0,0,0,0,179,253,253,78,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,224,193,0,0,0,0,0,0,0,0,0,0,0,0,0,83,72,0,0,0,0,0,0,0,0,0,27,176,75,43,40,0,0,0,0,0,0,0,0,78,128,0,77,254,31,0,0,0,0,0,0,0,0,205,0,0,228,23,221,40,0,0,0,0,0,0,0,223,0,215,36,0,0,221,11,0,0,0,0,0,0,12,209,14,0,0,0,0,243,7,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,3,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,52,0,0,0,0,0,0,0,0,0,0,0,0,117,155,0,0,0,0,0,0,0,0,0,0,0,0,37,155,0,0,0,0,0,0,0,0,0,0,0,0,6,220,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,3,254,0,0,0,0,0,0,0,0,0,0,0,0,6,254,0,0,0,0,0,0,0,0,0,0,0,0,6,255,0,0,0,0,0,0,0,0,0,0,0,0,6,254,0,0,0,0,0,0,0,0,0,0,0,0,49,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,59,0,0,0,0,0,0,0,0,0,0,0,0,254,59,0,0,0,0,0,0,0,0,0,0,0,0,254,177,0,0,0,0,0,0,0,0,0,0,0,0,254,177,0,0,0,0,0,0,0,0,0,0,0,0,254,59,0,0,0,0,0,0,0,0,0,0,0,0,254,59,0,0,0,0,0,0,0,0,0,0,0,0,254,177,0,0,0,0,0,0,0,0,0,0,0,0,254,218,11,0,0,0,0,0,0,0,0,0,0,0,224,254,18,0,0,0,0,0,0,0,0,0,0,0,42,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,154,253,253,253,253,253,0,0,0,0,0,0,13,228,210,33,0,8,253,183,0,0,0,0,0,0,0,0,0,0,10,253,179,0,0,0,0,0,0,0,0,0,0,59,253,143,0,0,0,0,0,0,0,0,0,0,28,253,84,0,0,0,0,0,0,0,0,0,0,87,253,84,0,0,0,0,0,0,0,0,0,0,117,253,82,0,0,0,0,0,0,0,0,0,0,0,253,79,0,0,0,0,0,209,253,33,0,0,0,0,253,112,112,236,253,253,160,18,0,0,0,0,0,0,73,253,253,129,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,252,252,122,0,0,0,0,0,0,0,0,0,0,195,0,122,252,0,0,0,0,0,0,0,0,0,0,31,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,85,38,210,99,0,0,0,0,0,0,0,0,0,253,223,252,252,0,0,0,0,0,0,0,0,0,29,255,0,253,253,84,0,0,0,0,0,0,0,0,7,253,252,118,19,252,0,0,0,0,0,0,0,0,0,112,0,0,0,205,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,71,116,0,0,0,0,0,0,0,0,0,0,0,0,126,121,0,0,0,0,0,0,0,0,0,0,0,0,126,55,0,0,0,0,0,0,0,0,0,0,0,0,126,37,0,0,0,0,0,0,0,0,0,0,0,0,142,6,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,254,132,0,0,0,0,0,0,0,0,0,0,72,254,62,193,21,0,0,0,0,0,0,0,0,0,254,0,0,51,102,0,0,0,0,0,0,0,0,0,254,0,0,214,41,0,0,0,0,0,0,0,0,113,234,0,173,254,0,0,0,0,0,0,0,0,0,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,113,254,0,51,203,0,0,0,0,0,0,0,0,0,254,0,0,51,203,0,0,0,0,0,0,0,0,0,255,0,11,255,0,0,0,0,0,0,0,0,0,0,234,255,255,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,21,0,0,0,0,0,0,0,0,0,0,0,0,253,14,0,0,0,0,0,0,0,0,0,0,0,0,255,9,0,0,0,0,0,0,0,0,0,0,0,73,253,0,0,0,0,0,0,0,0,0,0,0,0,169,218,0,0,0,0,0,0,0,0,0,0,0,0,197,211,0,0,0,0,0,0,0,0,0,0,0,0,252,211,0,0,0,0,0,0,0,0,0,0,0,0,253,212,0,0,0,0,0,0,0,0,0,0,0,0,252,211,0,0,0,0,0,0,0,0,0,0,0,0,169,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,195,254,254,0,0,0,0,0,0,0,0,2,247,254,235,35,177,174,0,0,0,0,0,0,0,8,254,254,1,0,221,0,0,0,0,0,0,0,0,0,59,254,181,175,188,0,0,0,0,0,0,0,0,0,0,17,254,254,2,0,0,0,0,0,0,0,0,0,0,10,254,254,20,0,0,0,0,0,0,0,0,0,9,254,241,20,231,0,0,0,0,0,0,0,0,0,254,242,2,0,195,24,0,0,0,0,0,0,0,0,236,254,191,190,208,174,0,0,0,0,0,0,0,0,91,254,254,254,227,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,42,253,0,0,0,0,0,0,0,0,0,0,0,0,53,253,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,99,253,0,0,0,0,0,0,0,0,0,0,0,0,110,242,0,0,0,0,0,0,0,0,0,0,0,0,109,241,0,0,0,0,0,0,0,0,0,0,0,0,109,154,0,0,0,0,0,0,0,0,0,0,0,0,207,121,0,0,0,0,0,0,0,0,0,0,0,0,229,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,252,253,252,164,0,0,0,0,0,0,0,0,161,252,148,9,0,8,0,0,0,0,0,0,0,0,165,250,0,0,0,210,0,0,0,0,0,0,0,0,0,201,252,59,252,178,0,0,0,0,0,0,0,0,0,0,224,253,209,0,0,0,0,0,0,0,0,0,0,246,252,139,252,0,0,0,0,0,0,0,0,0,0,252,212,0,96,198,0,0,0,0,0,0,0,0,0,252,43,0,0,252,0,0,0,0,0,0,0,0,0,239,222,253,252,219,0,0,0,0,0,0,0,0,0,64,176,253,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,180,161,236,91,0,0,0,0,0,0,0,0,0,0,0,0,16,251,0,0,0,0,0,0,0,0,0,0,0,0,128,193,0,0,0,0,0,0,0,0,126,220,251,174,251,47,0,0,0,0,0,0,0,0,0,0,162,253,251,0,0,0,0,0,0,0,0,0,0,197,184,0,157,94,0,0,0,0,0,0,0,0,139,223,0,0,127,113,0,0,0,0,0,0,0,0,194,63,0,36,253,59,0,0,0,0,0,0,0,0,158,236,205,253,126,0,0,0,0,0,0,0,0,0,0,94,211,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,253,253,248,0,0,0,0,0,0,0,0,108,253,253,253,253,253,82,0,0,0,0,0,0,0,0,45,0,0,125,253,39,0,0,0,0,0,0,0,0,0,0,18,253,253,0,0,0,0,0,0,0,0,0,0,0,253,253,76,0,0,0,0,0,0,0,0,0,0,209,253,196,0,0,0,0,0,0,0,0,0,0,81,253,245,0,0,26,109,30,0,0,0,0,0,0,253,253,187,187,250,253,253,59,0,0,0,0,0,0,253,253,253,253,253,64,0,0,0,0,0,0,0,0,253,253,253,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,150,67,0,0,0,0,0,0,0,0,0,0,0,0,46,167,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,128,90,0,0,0,0,0,0,0,0,0,0,0,0,33,235,0,0,0,0,0,0,0,0,0,0,0,0,22,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,253,4,0,0,0,0,0,0,0,0,0,0,0,132,252,192,0,0,0,0,0,0,0,0,0,0,0,253,252,106,0,0,0,0,0,0,0,0,0,0,207,253,252,0,0,0,0,0,0,0,0,0,0,0,205,248,236,0,0,0,0,0,0,0,0,0,0,0,242,255,0,0,0,0,0,0,0,0,0,0,0,212,252,241,0,0,0,0,0,0,0,0,0,0,0,252,252,35,0,0,0,0,0,0,0,0,0,0,0,252,104,0,0,0,0,0,0,0,0,0,0,0,0,153,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,239,0,0,0,0,0,0,0,0,0,0,0,0,0,252,89,0,0,0,0,0,0,0,0,0,0,0,0,175,252,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,252,172,0,0,0,0,0,0,0,0,0,0,0,0,34,252,0,0,0,0,0,0,0,0,0,0,0,0,0,252,10,0,0,0,0,0,0,0,0,0,0,0,0,252,121,0,0,0,0,0,0,0,0,0,0,0,0,176,230,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,128,0,0,0,0,0,0,0,0,0,0,0,0,254,254,0,0,0,0,0,0,0,0,0,0,0,0,254,254,0,0,0,0,0,0,0,0,0,0,0,0,254,254,0,0,0,0,0,0,0,0,0,0,0,0,254,233,0,0,0,0,0,0,0,0,0,0,0,88,254,233,0,0,0,0,0,0,0,0,0,0,0,88,254,233,0,0,0,0,0,0,0,0,0,0,0,88,255,233,0,0,0,0,0,0,0,0,0,0,0,88,254,233,0,0,0,0,0,0,0,0,0,0,0,0,208,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,252,252,252,128,0,0,0,0,0,0,0,0,73,252,252,252,252,252,7,0,0,0,0,0,0,0,17,180,3,0,252,252,36,0,0,0,0,0,0,0,0,0,0,0,252,252,5,0,0,0,0,0,0,0,0,0,0,247,252,180,0,0,0,0,0,0,0,0,0,0,247,252,247,0,0,0,0,0,0,0,0,0,0,241,252,252,252,134,0,0,0,0,0,0,0,153,252,252,252,252,252,231,0,0,0,0,0,0,0,252,252,252,252,243,155,9,0,0,0,0,0,0,0,154,252,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,38,0,0,0,0,0,0,0,0,0,0,0,0,253,68,0,0,0,0,0,0,0,0,0,0,0,57,253,0,0,0,0,0,0,0,0,0,0,0,0,246,178,0,0,0,0,0,0,0,0,0,0,0,128,252,0,0,0,0,0,0,0,0,0,0,0,0,253,68,0,0,0,0,0,0,0,0,0,0,0,85,234,0,0,0,0,0,0,0,0,0,0,0,0,246,63,0,0,0,0,0,0,0,0,0,0,0,7,252,0,0,0,0,0,0,0,0,0,0,0,0,4,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,32,104,0,0,0,0,0,0,0,0,0,0,0,0,156,83,0,0,0,0,0,0,0,0,0,0,0,0,112,83,0,0,0,0,0,0,0,0,0,0,0,0,156,83,0,0,0,0,0,0,0,0,0,0,0,0,75,86,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,9,212,0,0,0,0,0,0,0,0,0,0,0,0,180,142,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,16,222,0,0,0,0,0,0,0,0,0,0,0,0,201,64,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,60,254,0,0,0,0,0,0,0,0,0,0,0,0,94,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,253,253,253,15,0,0,0,0,0,0,0,0,0,158,47,0,23,145,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,185,37,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,70,94,164,146,0,0,0,0,0,0,0,0,86,253,253,253,253,253,253,158,25,68,0,0,0,0,249,140,253,213,0,0,0,80,80,0,0,0,0,0,233,240,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,212,254,254,162,0,0,0,0,0,0,0,0,0,244,93,0,78,254,167,0,0,0,0,0,0,0,0,0,0,0,0,64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,225,135,0,0,0,0,0,0,0,0,0,0,0,0,121,254,0,0,0,0,0,0,0,57,254,254,214,75,0,254,0,0,0,0,0,0,0,149,217,30,134,254,219,254,0,0,0,0,0,0,0,16,254,32,0,9,238,254,0,0,0,0,0,0,0,0,214,251,113,242,254,210,0,0,0,0,0,0,0,0,0,91,255,130,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,164,254,99,0,0,0,0,0,0,0,0,52,243,253,253,253,253,137,0,0,0,0,0,0,0,253,253,253,223,155,253,229,0,0,0,0,0,0,0,249,253,5,0,0,193,253,0,0,0,0,0,0,0,0,38,72,72,54,253,253,0,0,0,0,0,0,0,148,253,253,253,253,253,253,109,0,0,0,0,0,0,253,253,237,253,253,253,253,253,253,253,0,0,0,0,253,162,29,237,253,246,111,224,253,236,0,0,0,0,118,253,253,253,248,0,0,0,0,0,0,0,0,0,0,237,247,206,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,6,117,0,0,0,0,0,0,0,0,0,0,0,0,194,2,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,183,8,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,162,4,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,253,253,253,253,253,240,0,0,0,0,0,0,0,21,172,0,0,0,0,211,206,0,0,0,0,0,0,0,3,0,0,0,0,8,253,0,0,0,0,0,0,0,0,0,0,0,0,146,204,0,0,0,0,0,0,0,0,0,0,0,144,238,0,0,0,0,0,0,0,0,0,0,0,145,237,0,0,0,0,0,0,0,0,0,0,0,144,237,0,0,0,0,0,0,0,0,0,0,0,186,172,0,0,0,0,0,0,0,0,0,0,91,253,188,0,0,61,235,151,0,0,0,0,0,110,253,253,253,253,253,159,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,80,244,0,0,0,0,0,0,0,0,0,0,0,254,254,208,0,0,111,1,0,0,0,0,0,0,41,254,239,95,0,218,254,131,0,0,0,0,0,0,44,67,254,254,254,254,113,17,0,0,0,0,0,0,0,0,171,254,254,146,0,0,0,0,0,0,0,0,0,0,0,254,254,177,0,0,0,0,0,0,0,0,0,0,180,171,168,254,227,0,0,0,0,0,0,0,0,0,254,141,5,252,59,0,0,0,0,0,0,0,0,0,254,252,254,254,232,0,0,0,0,0,0,0,0,0,68,254,254,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,203,212,0,0,0,0,0,0,0,0,0,0,0,0,252,130,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,203,252,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,41,252,0,0,0,0,0,0,0,0,0,0,0,0,223,171,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,162,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,253,253,253,8,0,0,0,0,0,0,0,0,254,253,79,3,86,158,0,0,0,0,0,0,0,0,255,48,0,0,0,0,0,0,0,0,0,0,0,0,223,253,48,0,0,0,0,0,0,0,0,0,0,0,0,223,253,253,245,0,0,0,0,0,0,0,0,0,0,241,253,253,64,0,0,0,0,0,0,0,0,0,112,253,5,62,253,68,0,0,0,0,0,0,0,0,97,254,0,0,212,196,0,0,0,0,0,0,0,0,0,253,253,253,247,195,0,0,0,0,0,0,0,0,0,0,133,253,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,240,248,252,253,252,109,0,0,0,0,0,0,0,226,252,252,252,253,252,252,122,0,0,0,0,0,0,25,252,17,35,0,20,252,177,0,0,0,0,0,0,0,60,252,82,0,252,195,0,0,0,0,0,0,0,0,0,0,252,253,202,0,0,0,0,0,0,0,0,0,0,0,146,253,26,0,0,0,0,0,0,0,0,0,0,0,252,110,237,0,0,0,0,0,0,0,0,0,0,138,140,0,252,0,0,0,0,0,0,0,0,0,0,173,252,253,144,0,0,0,0,0,0,0,0,0,0,103,252,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
